observed,predicted,sd
0.3428617405564936,0.34128043527545726,0.004220392799176612
0.2242527029875492,0.22299074730534024,0.004058304682663833
0.3120250371834043,0.31348707302151246,0.002714482427841865
0.3203695276677278,0.3213997522902462,0.00662281504497323
0.032544130488203,0.03431388806303348,0.004706430014742395
0.0252915658437255,0.03016778727824717,0.009407917226445964
0.089907032178764,0.09387967896180605,0.005203160596376526
0.1747455847181456,0.17154016153902535,0.009622823192799395
0.0944723064234331,0.09598972098880845,0.00590691352720201
0.1644197430782897,0.16729092663217396,0.006015262819208217
0.2299774308274561,0.22977316744180123,0.007345726824783112
0.1083370579228201,0.10818082051307794,0.003049316908511225
0.0947687448630787,0.09075556677348247,0.004277827524476533
0.1191449857105155,0.11831669826452007,0.0047175338760929416
0.2142504229657425,0.21843710642272268,0.0038975673937336995
0.0764438031068728,0.06362190173019923,0.0044069941817295654
0.2745032568426419,0.2770379520000594,0.005742961871391349
0.0601368870130001,0.059714352488420816,0.006162395623333623
0.1712485218342121,0.1701051652763676,0.00726514449223186
0.1698046734603369,0.17480495507439592,0.06434053864989422
0.0664365984662842,0.06560283422149862,0.011743465994289791
0.0905853172689993,0.08712654831347007,0.005744659915166836
0.0374255569760808,0.04915009758678283,0.009611814417251075
0.280102480986904,0.28208829254569034,0.002156583383147604
0.1494430285812774,0.15458041553502488,0.014685316546900733
0.0852242099349021,0.07750678377553706,0.005931967030204266
0.3547350812411263,0.35029470166974047,0.00433016398401822
