zone,systematic_id,log2_ratio,sd_log2,n_samples
duodenum,YCL025C,0.615,0.3049,4
duodenum,YCL026C,-0.2035,0.2349,4
duodenum,YCL026C-A,-0.6945,0.1742,4
duodenum,YCL027W,-0.1815,0.2647,4
duodenum,YCL028W,0.2535,0.2048,4
duodenum,YCL029C,-0.5129,0.2678,4
duodenum,YCL030C,-0.495,0.7439,4
duodenum,YCL031C,-0.7012,0.369,4
duodenum,YCL032W,0.1633,0.1786,4
duodenum,YCL033C,0.8698,0.2793,4
duodenum,YCL034W,0.5703,0.3044,4
duodenum,YCL035C,2.477,0.6885,4
duodenum,YCL036W,-1.077,0.3026,4
duodenum,YCL037C,-2.7612,1.0741,4
duodenum,YCL038C,0.3728,0.3234,4
duodenum,YCL039W,0.0516,0.4548,4
duodenum,YCL040W,4.8108,0.6773,4
duodenum,YCL041C,0.581,0.3435,4
duodenum,YCL042W,3.5865,0.5567,4
duodenum,YCL043C,1.0278,0.2318,4
duodenum,YCL044C,1.1145,0.5637,4
duodenum,YCL045C,-0.1751,0.1505,4
duodenum,YCL046W,-0.2942,0.1,4
duodenum,YCL047C,0.5745,1.0596,4
duodenum,YCL048W,0.0393,0.132,4
duodenum,YCL049C,0.7645,0.2595,4
duodenum,YCL050C,1.3002,0.4762,4
duodenum,YCL051W,0.673,0.2131,4
duodenum,YCL052C,0.9655,0.3627,4
duodenum,YCL053C,-2.5762,1.0102,4
duodenum,YCL054W,-2.8232,1.2695,4
duodenum,YCL055W,-0.1423,0.4242,4
duodenum,YCL056C,0.1908,0.2906,4
duodenum,YCL057W,0.9688,0.1,4
duodenum,YCL058C,-0.685,0.8783,4
duodenum,YCL059C,-3.4032,0.9048,4
duodenum,YCL060C,-0.4163,0.142,4
duodenum,YCL061C,-0.8622,0.2142,4
duodenum,YCL062W,-0.6687,0.1607,4
duodenum,YCL063W,-0.774,0.3282,4
duodenum,YCL064C,1.634,0.5357,4
duodenum,YCL065W,-0.0705,0.1324,4
duodenum,YCL066W,0.005,0.2778,4
duodenum,YCL067C,0.3678,0.1,4
duodenum,YCL068C,0.2933,0.2209,4
duodenum,YCL069W,-0.351,0.1229,4
duodenum,YCL073C,1.2433,1.4307,4
duodenum,YCL074W,-0.9783,0.1,4
duodenum,YCL075W,-0.5667,0.3011,4
duodenum,YCL076W,-0.9925,0.1585,4
duodenum,YCR001W,-0.6132,0.3279,4
duodenum,YCR002C,-0.1055,0.3168,4
duodenum,YCR003W,0.2493,0.4377,4
duodenum,YCR004C,1.4038,0.3376,4
duodenum,YCR005C,2.0852,0.3873,4
duodenum,YCR006C,-0.33,0.2635,4
duodenum,YCR007C,0.2003,0.161,4
duodenum,YCR008W,0.2985,0.3377,4
duodenum,YCR009C,0.1016,0.1114,4
duodenum,YCR010C,0.4075,0.5198,4
duodenum,YCR011C,1.3722,0.4969,4
duodenum,YCR012W,1.331,0.4469,4
duodenum,YCR013C,1.494,0.4051,4
duodenum,YCR014C,-0.3265,0.101,4
duodenum,YCR015C,0.407,0.143,4
duodenum,YCR016W,-2.2183,0.7457,4
duodenum,YCR017C,-0.1908,0.1886,4
duodenum,YCR018C,-1.0206,0.3211,4
duodenum,YCR019W,0.3633,0.1,4
duodenum,YCR020C,-0.4054,0.3884,4
duodenum,YCR020C-A,0.2185,0.1173,4
duodenum,YCR021C,2.1193,2.1627,4
duodenum,YCR022C,-0.1413,0.1,4
duodenum,YCR023C,-0.014,0.1,4
duodenum,YCR024C,0.8277,0.1103,4
duodenum,YCR024C-A,-0.9222,0.561,4
duodenum,YCR025C,0.0795,0.1334,4
duodenum,YCR026C,-0.1775,0.3674,4
duodenum,YCR027C,-0.117,0.2961,4
duodenum,YCR028C,-0.8322,0.255,4
duodenum,YCR029C,0.7342,0.2104,4
duodenum,YCR029C-A,-0.1551,0.2741,4
duodenum,YCR030C,1.4455,0.3217,4
duodenum,YCR031C,-1.599,0.9233,4
duodenum,YCR032W,-0.2426,0.5497,4
duodenum,YCR033W,-0.0104,0.1338,4
duodenum,YCR034W,-1.13,0.7918,4
duodenum,YCR035C,-0.998,0.1941,4
duodenum,YCR036W,1.329,0.2394,4
duodenum,YCR037C,0.333,0.3813,4
duodenum,YCR038C,0.5633,0.1866,4
duodenum,YCR039C,0.3463,0.1373,4
duodenum,YCR040W,-0.2818,0.2242,4
duodenum,YCR041W,-0.15,0.1775,4
duodenum,YCR042C,0.1805,0.1415,4
duodenum,YCR043C,-0.843,0.1694,4
duodenum,YCR044C,0.343,0.2042,4
duodenum,YCR045C,0.1181,0.7198,4
duodenum,YCR046C,0.3977,0.1,4
duodenum,YCR047C,-2.1455,0.2254,4
duodenum,YCR048W,0.0813,0.4288,4
duodenum,YCR049C,-0.228,0.4608,4
duodenum,YCR050C,-0.0548,0.4039,4
duodenum,YCR051W,-1.4187,0.2333,4
duodenum,YCR052W,-0.386,0.2885,4
duodenum,YCR053W,-0.6833,0.2462,4
duodenum,YCR054C,-0.5528,0.2426,4
duodenum,YCR055C,-3.0953,0.9312,4
duodenum,YCR056W,-2.5015,0.503,4
duodenum,YCR057C,-2.6075,0.6429,4
duodenum,YCR058C,-2.2252,0.6089,4
duodenum,YCR059C,-1.2875,0.4234,4
duodenum,YCR060W,-0.0818,0.3015,4
duodenum,YCR061W,2.4372,0.3912,4
duodenum,YCR062W,2.0065,0.3644,4
duodenum,YCR063W,-0.897,0.3602,4
duodenum,YCR064C,-0.651,0.3239,4
duodenum,YCR065W,-0.2322,0.1,4
duodenum,YCR066W,0.1148,0.2261,4
duodenum,YCR067C,0.2907,0.4898,4
duodenum,YCR068W,0.8938,0.3949,4
duodenum,YCR069W,0.8685,0.2292,4
duodenum,YCR070W,0.7668,0.2579,4
duodenum,YCR071C,0.1805,0.1672,4
duodenum,YCR072C,-2.6865,0.7695,4
duodenum,YCR073C,-0.803,0.288,4
duodenum,YCR073W-A,1.3658,0.3997,4
duodenum,YCR074C,0.4209,0.2254,4
duodenum,YCR075C,0.4848,0.1194,4
duodenum,YCR076C,0.9358,0.2207,4
duodenum,YCR077C,-0.221,0.2016,4
duodenum,YCR079W,0.949,0.1844,4
duodenum,YCR080W,-0.087,0.1903,4
duodenum,YCR081W,-0.1792,0.1144,4
duodenum,YCR082W,0.392,0.1323,4
duodenum,YCR083W,0.7885,0.1399,4
duodenum,YCR084C,-0.268,0.1713,4
duodenum,YCR085W,-0.51,0.1235,4
duodenum,YCR086W,-0.2448,0.4707,4
duodenum,YCR087W,-1.892,0.3228,4
duodenum,YCR088W,1.048,0.3649,4
duodenum,YCR089W,-0.3247,0.1,4
duodenum,YCR090C,-0.1555,0.2531,4
duodenum,YCR091W,2.0593,0.639,4
duodenum,YCR092C,0.0192,0.2579,4
duodenum,YCR093W,-0.3096,0.114,4
duodenum,YCR094W,-0.2417,0.3062,4
duodenum,YCR095C,-0.0938,0.1,4
duodenum,YCR096C,0.4223,0.3157,4
duodenum,YCR097W,0.6042,0.1,4
duodenum,YCR097W-A,-0.224,0.1638,4
duodenum,YCR098C,0.2182,0.4074,4
duodenum,YCR099C,0.2572,0.5974,4
duodenum,YCR100C,0.5398,0.5038,4
duodenum,YCR101C,0.164,0.5297,4
duodenum,YCR102C,0.1152,0.3899,4
duodenum,YCR103C,-0.2295,0.3022,4
duodenum,YCR104W,0.2893,0.3175,4
duodenum,YCR105W,0.3312,0.5359,4
duodenum,YCR106W,-0.1827,0.5164,4
duodenum,YCR107W,-0.215,0.4222,4
duodenum,YDL001W,-0.1298,0.1268,4
duodenum,YDL002C,0.1768,0.2649,4
duodenum,YDL003W,-0.9883,0.2828,4
duodenum,YDL004W,1.048,0.2311,4
duodenum,YDL005C,-0.0462,0.1904,4
duodenum,YDL006W,0.22,0.1355,4
duodenum,YDL007W,0.5725,0.2236,4
duodenum,YDL008W,0.0693,0.3394,4
duodenum,YDL009C,0.6795,0.2517,4
duodenum,YDL010W,0.801,0.1554,4
duodenum,YDL011C,0.3455,0.2254,4
duodenum,YDL012C,-0.155,0.1749,4
duodenum,YDL013W,-0.358,0.1336,4
duodenum,YDL014W,-3.4835,1.3197,4
duodenum,YDL015C,0.3385,0.1,4
duodenum,YDL016C,-0.1357,0.1723,4
duodenum,YDL017W,0.1457,0.1337,4
duodenum,YDL018C,0.7272,0.2627,4
duodenum,YDL019C,0.825,0.3239,4
duodenum,YDL020C,1.4908,0.6889,4
duodenum,YDL021W,3.1825,0.3175,4
duodenum,YDL022W,2.8632,0.9669,4
duodenum,YDL023C,2.892,0.8358,4
duodenum,YDL024C,1.268,0.8133,4
duodenum,YDL025C,1.3948,0.4046,4
duodenum,YDL026W,0.4235,0.5104,4
duodenum,YDL027C,1.1608,0.2606,4
duodenum,YDL028C,-0.4873,0.355,4
duodenum,YDL029W,0.65,0.1784,4
duodenum,YDL030W,-0.6005,0.7677,4
duodenum,YDL031W,-2.2314,0.5462,4
duodenum,YDL032W,-0.6982,0.2125,4
duodenum,YDL033C,-0.5245,0.238,4
duodenum,YDL034W,0.1633,0.4106,4
duodenum,YDL035C,-0.3801,0.3422,4
duodenum,YDL036C,-0.8283,1.1005,4
duodenum,YDL037C,-0.4517,0.4523,4
duodenum,YDL038C,-0.7383,0.255,4
duodenum,YDL039C,-0.9995,0.4129,4
duodenum,YDL040C,-0.5865,0.2709,4
duodenum,YDL041W,-1.1825,0.3413,4
duodenum,YDL042C,-0.933,0.4963,4
duodenum,YDL043C,-0.7072,0.1692,4
duodenum,YDL044C,-0.1793,0.302,4
duodenum,YDL045C,0.227,0.4805,4
duodenum,YDL045W-A,0.2224,0.2106,4
duodenum,YDL046W,1.1445,0.2681,4
duodenum,YDL047W,-0.4115,0.1245,4
duodenum,YDL048C,-0.2725,0.4466,4
duodenum,YDL049C,-1.348,0.8437,4
duodenum,YDL050C,-2.026,0.6552,4
duodenum,YDL051W,-2.458,0.8497,4
duodenum,YDL052C,0.1693,0.2145,4
duodenum,YDL053C,0.384,0.2017,4
duodenum,YDL054C,0.4075,0.2938,4
duodenum,YDL055C,-1.2172,0.6848,4
duodenum,YDL056W,-0.1547,0.2897,4
duodenum,YDL057W,0.433,0.1948,4
duodenum,YDL058W,-0.2898,0.2354,4
duodenum,YDL059C,-0.194,0.2917,4
duodenum,YDL060W,-2.2323,0.6004,4
duodenum,YDL061C,-2.13,1.2292,4
duodenum,YDL062W,-2.449,0.5359,4
duodenum,YDL063C,-2.6265,0.3247,4
duodenum,YDL064W,-0.425,0.2804,4
duodenum,YDL065C,-0.461,0.2956,4
duodenum,YDL066W,-0.102,0.2772,4
duodenum,YDL067C,0.2208,0.1774,4
duodenum,YDL068W,-0.5013,0.2291,4
duodenum,YDL069C,-0.6075,0.3675,4
duodenum,YDL070W,0.187,0.2192,4
duodenum,YDL071C,-0.6405,0.1318,4
duodenum,YDL072C,1.7332,0.2261,4
duodenum,YDL073W,-0.9163,0.255,4
duodenum,YDL074C,-0.3861,0.2616,4
duodenum,YDL075W,-1.8873,1.2253,4
duodenum,YDL076C,0.325,0.2343,4
duodenum,YDL077C,-0.035,0.1353,4
duodenum,YDL078C,0.6302,0.1499,4
duodenum,YDL079C,0.0075,0.7806,4
duodenum,YDL080C,0.4103,0.9226,4
duodenum,YDL081C,-1.9305,1.0862,4
duodenum,YDL082W,-2.1145,1.0885,4
duodenum,YDL083C,-2.3293,1.3998,4
duodenum,YDL084W,-0.8808,0.507,4
duodenum,YDL085W,0.8972,0.2871,4
duodenum,YDL086W,0.6613,0.1718,4
duodenum,YDL087C,-0.0412,0.5569,4
duodenum,YDL088C,0.0973,0.1062,4
duodenum,YDL089W,-0.4657,1.0992,4
duodenum,YDL090C,0.1365,0.211,4
duodenum,YDL091C,0.511,0.2529,4
duodenum,YDL092W,-0.2863,0.4947,4
duodenum,YDL093W,-0.6049,0.2856,4
duodenum,YDL094C,-0.2147,0.227,4
duodenum,YDL095W,-0.4415,0.1,4
duodenum,YDL096C,-0.4022,0.2373,4
duodenum,YDL097C,0.066,0.2766,4
duodenum,YDL098C,-0.15,0.1111,4
duodenum,YDL099W,0.2193,0.174,4
duodenum,YDL100C,0.3767,0.1051,4
duodenum,YDL101C,0.2325,0.2948,4
duodenum,YDL102W,-0.3685,0.1678,4
duodenum,YDL103C,0.0597,0.2173,4
duodenum,YDL104C,-0.1125,0.3545,4
duodenum,YDL105W,-0.647,0.2588,4
duodenum,YDL106C,0.3053,0.1363,4
duodenum,YDL107W,-0.0483,0.2449,4
duodenum,YDL108W,0.017,0.1499,4
duodenum,YDL109C,-0.0803,2.0081,4
duodenum,YDL110C,2.5225,0.3856,4
duodenum,YDL111C,-1.006,0.1747,4
duodenum,YDL112W,-0.7104,0.1974,4
duodenum,YDL113C,-0.4385,0.625,4
duodenum,YDL114W,-0.5358,0.2094,4
duodenum,YDL115C,0.2127,0.4843,4
duodenum,YDL116W,-0.2338,0.3677,4
duodenum,YDL117W,-0.337,0.1594,4
duodenum,YDL118W,0.3402,0.4157,4
duodenum,YDL119C,-0.0618,0.3434,4
duodenum,YDL120W,-0.053,0.1,4
duodenum,YDL121C,-0.4207,0.3206,4
duodenum,YDL122W,-0.798,0.3561,4
duodenum,YDL123W,0.462,0.3313,4
duodenum,YDL124W,2.85,0.2244,4
duodenum,YDL125C,0.268,0.2707,4
duodenum,YDL126C,0.8015,0.2734,4
duodenum,YDL127W,-0.4987,0.3463,4
duodenum,YDL128W,0.394,0.4672,4
duodenum,YDL129W,-0.8553,0.3893,4
duodenum,YDL130W,0.6215,0.5419,4
duodenum,YDL131W,-1.4945,0.5645,4
duodenum,YDL132W,0.539,0.2245,4
duodenum,YDL133W,0.0072,0.2388,4
duodenum,YDL134C,0.4065,0.1491,4
duodenum,YDL134C-A,-0.8621,0.7614,4
duodenum,YDL135C,0.3995,0.131,4
duodenum,YDL136W,-1.5462,0.9574,4
duodenum,YDL137W,0.29,0.2582,4
duodenum,YDL138W,-0.0094,0.2465,4
duodenum,YDL139C,-0.4095,0.4608,4
duodenum,YDL140C,-0.1175,0.1323,4
duodenum,YDL141W,-0.0125,0.1109,4
duodenum,YDL142C,0.7178,0.3893,4
duodenum,YDL143W,-0.406,0.4402,4
duodenum,YDL144C,0.2314,0.1547,4
duodenum,YDL145C,-0.4642,0.4524,4
duodenum,YDL146W,1.1382,0.2959,4
duodenum,YDL147W,0.7913,0.1472,4
duodenum,YDL148C,-2.588,0.9849,4
duodenum,YDL149W,1.0285,0.3673,4
duodenum,YDL150W,-1.5965,0.6899,4
duodenum,YDL151C,-1.6752,0.8799,4
duodenum,YDL152W,-2.4185,0.6908,4
duodenum,YDL153C,-3.2017,1.1241,4
duodenum,YDL154W,0.069,0.2035,4
duodenum,YDL155W,-0.2325,0.2052,4
duodenum,YDL156W,-0.1477,0.1481,4
duodenum,YDL157C,-0.7012,0.3694,4
duodenum,YDL158C,0.0155,0.2669,4
duodenum,YDL159W,-0.0185,0.3851,4
duodenum,YDL160C,0.6485,0.253,4
duodenum,YDL161W,0.4463,0.3014,4
duodenum,YDL162C,-0.6253,0.1554,4
duodenum,YDL163W,-1.1932,0.6539,4
duodenum,YDL164C,-0.4117,0.1,4
duodenum,YDL165W,-0.6377,0.2961,4
duodenum,YDL166C,-1.263,0.7249,4
duodenum,YDL167C,-2.2675,0.6502,4
duodenum,YDL168W,0.2548,0.1456,4
duodenum,YDL169C,0.9492,1.1061,4
duodenum,YDL170W,-0.043,0.1428,4
duodenum,YDL171C,-0.9065,0.1887,4
duodenum,YDL172C,0.1953,0.1,4
duodenum,YDL173W,0.0073,0.2073,4
duodenum,YDL174C,0.606,0.2474,4
duodenum,YDL175C,-0.175,0.1784,4
duodenum,YDL176W,-0.1715,0.1268,4
duodenum,YDL177C,-0.219,0.2716,4
duodenum,YDL178W,0.2525,0.163,4
duodenum,YDL179W,-0.3417,0.2325,4
duodenum,YDL180W,0.9265,0.1782,4
duodenum,YDL181W,2.3163,0.2853,4
duodenum,YDL182W,-1.5728,0.6105,4
duodenum,YDL183C,0.0483,0.3338,4
duodenum,YDL184C,-1.0032,0.6772,4
duodenum,YDL185W,0.1325,0.2357,4
duodenum,YDL186W,0.0385,0.3224,4
duodenum,YDL187C,-0.7103,0.1706,4
duodenum,YDL188C,0.5715,0.1545,4
duodenum,YDL189W,-0.8685,0.5351,4
duodenum,YDL190C,0.662,0.1,4
duodenum,YDL191W,-1.7308,0.6674,4
duodenum,YDL192W,-0.2572,0.4334,4
duodenum,YDL193W,0.632,0.4848,4
duodenum,YDL194W,0.8595,0.4425,4
duodenum,YDL195W,0.2448,0.3669,4
duodenum,YDL196W,0.5292,0.4992,4
duodenum,YDL197C,0.5816,0.3785,4
duodenum,YDL198C,-0.3095,0.5714,4
duodenum,YDL199C,1.62,0.4709,4
duodenum,YDL200C,0.4607,0.1,4
duodenum,YDL201W,-1.8565,0.5038,4
duodenum,YDL202W,0.0743,0.3023,4
duodenum,YDL203C,-0.3003,0.1207,4
duodenum,YDL204W,4.2203,0.8475,4
duodenum,YDL205C,-0.771,0.2192,4
duodenum,YDL206W,0.402,1.1174,4
duodenum,YDL207W,-0.6887,0.3295,4
duodenum,YDL208W,-0.3535,0.8842,4
duodenum,YDL209C,-0.848,0.4568,4
duodenum,YDL210W,-0.2123,0.2528,4
duodenum,YDL211C,-1.5725,2.0188,4
duodenum,YDL212W,-0.0363,0.5866,4
duodenum,YDL213C,0.5027,0.5,4
duodenum,YDL214C,0.0333,0.7705,4
duodenum,YDL215C,0.7063,1.3271,4
duodenum,YDL216C,0.4445,0.5141,4
duodenum,YDL217C,-0.848,0.7074,4
duodenum,YDL218W,-0.026,0.161,4
duodenum,YDL219W,-0.512,0.3041,4
duodenum,YDL220C,-0.0348,0.6958,4
duodenum,YDL221W,-0.2925,0.2156,4
duodenum,YDL222C,4.4975,1.0169,4
duodenum,YDL223C,1.344,0.1559,4
duodenum,YDL224C,0.0772,0.2875,4
duodenum,YDL225W,-0.2767,0.2817,4
duodenum,YDL226C,-0.5043,0.3999,4
duodenum,YDL227C,-0.494,0.2937,4
duodenum,YDL228C,-0.3674,0.3609,4
duodenum,YDL229W,-0.3752,0.7394,4
duodenum,YDL230W,0.6105,0.1,4
duodenum,YDL231C,-0.4114,0.2924,4
duodenum,YDL232W,0.2699,0.4559,4
duodenum,YDL233W,0.8932,0.3227,4
duodenum,YDL234C,0.975,0.2945,4
duodenum,YDL235C,-0.254,0.2202,4
duodenum,YDL236W,-0.6048,0.5027,4
duodenum,YDL237W,0.7352,0.2349,4
duodenum,YDL238C,1.1643,0.3609,4
duodenum,YDL239C,-0.2291,0.7132,4
duodenum,YDL239W,-2.077,0.25,4
duodenum,YDL240W,-0.659,0.2204,4
duodenum,YDL241W,-0.9415,0.4266,4
duodenum,YDL242W,0.0302,0.4601,4
duodenum,YDL243C,-0.1904,0.2439,4
duodenum,YDL244W,0.219,0.1917,4
duodenum,YDL245C,0.2518,0.1956,4
duodenum,YDL246C,0.119,0.2175,4
duodenum,YDL247W,-0.4978,0.859,4
duodenum,YDL248W,0.6553,0.3249,4
duodenum,YDR001C,2.8807,0.7777,4
duodenum,YDR002W,0.0938,0.1534,4
duodenum,YDR003W,1.0422,0.3441,4
duodenum,YDR004W,0.3962,0.1,4
duodenum,YDR005C,0.3105,0.1572,4
duodenum,YDR006C,0.0957,0.1394,4
duodenum,YDR007W,0.2458,0.1,4
duodenum,YDR008C,0.4037,0.1583,4
duodenum,YDR009W,-0.2835,0.5602,4
duodenum,YDR010C,0.2135,0.1249,4
duodenum,YDR011W,-0.4885,0.4356,4
duodenum,YDR012W,-1.7283,0.9143,4
duodenum,YDR013W,-0.6615,0.1967,4
duodenum,YDR014W,-0.3585,0.1728,4
duodenum,YDR015C,2.1335,3.9534,4
duodenum,YDR016C,0.148,0.1687,4
duodenum,YDR017C,-0.0013,0.4343,4
duodenum,YDR018C,1.1063,0.3496,4
duodenum,YDR019C,2.0652,0.8788,4
duodenum,YDR020C,-0.9355,0.3192,4
duodenum,YDR021W,-1.7468,0.353,4
duodenum,YDR022C,0.681,0.1363,4
duodenum,YDR023W,-1.3873,0.4043,4
duodenum,YDR024W,-0.5875,0.114,4
duodenum,YDR025W,-2.2012,1.2425,4
duodenum,YDR026C,-0.2893,0.2325,4
duodenum,YDR027C,0.0635,0.291,4
duodenum,YDR028C,-0.0585,0.7977,4
duodenum,YDR029W,-0.0227,0.2392,4
duodenum,YDR030C,0.256,0.4975,4
duodenum,YDR031W,0.5625,0.27,4
duodenum,YDR032C,2.278,0.3886,4
duodenum,YDR033W,-0.0845,0.5994,4
duodenum,YDR034C,-0.2078,0.2722,4
duodenum,YDR035W,-0.3702,0.1669,4
duodenum,YDR036C,0.1715,0.1173,4
duodenum,YDR037W,-2.128,0.7273,4
duodenum,YDR038C,0.4597,0.1,4
duodenum,YDR039C,0.5849,0.2753,4
duodenum,YDR040C,0.1857,0.6301,4
duodenum,YDR041W,0.2687,0.2221,4
duodenum,YDR042C,0.0978,0.143,4
duodenum,YDR043C,0.9415,0.5966,4
duodenum,YDR044W,-0.565,0.241,4
duodenum,YDR045C,-1.0877,0.363,4
duodenum,YDR046C,-0.5368,0.4566,4
duodenum,YDR047W,-0.123,0.1607,4
duodenum,YDR048C,-0.4387,0.1682,4
duodenum,YDR049W,-0.616,0.126,4
duodenum,YDR050C,0.3925,0.2684,4
duodenum,YDR051C,-0.0718,0.1079,4
duodenum,YDR052C,-0.4105,0.1,4
duodenum,YDR053W,-0.5993,0.1489,4
duodenum,YDR054C,0.288,0.181,4
duodenum,YDR055W,1.7508,0.4363,4
duodenum,YDR056C,0.1783,0.1169,4
duodenum,YDR057W,-0.0958,0.4579,4
duodenum,YDR058C,0.8428,0.3748,4
duodenum,YDR059C,0.8917,0.2247,4
duodenum,YDR060W,-1.4504,0.1713,4
duodenum,YDR061W,0.3523,0.1663,4
duodenum,YDR062W,-0.692,0.2067,4
duodenum,YDR063W,0.7262,0.1311,4
duodenum,YDR064W,-1.9265,1.1695,4
duodenum,YDR065W,-0.1192,0.2662,4
duodenum,YDR066C,0.0425,0.1,4
duodenum,YDR067C,0.3307,0.1,4
duodenum,YDR068W,0.2338,0.3108,4
duodenum,YDR069C,0.6685,0.1,4
duodenum,YDR070C,2.0855,0.616,4
duodenum,YDR071C,0.1163,0.2825,4
duodenum,YDR072C,0.1753,0.1896,4
duodenum,YDR073W,0.4248,0.1495,4
duodenum,YDR074W,3.6435,0.7673,4
duodenum,YDR075W,-1.1695,0.4367,4
duodenum,YDR076W,0.0665,0.2386,4
duodenum,YDR077W,2.849,0.8738,4
duodenum,YDR078C,0.2035,0.3584,4
duodenum,YDR079W,0.4975,0.2255,4
duodenum,YDR080W,-0.1618,0.479,4
duodenum,YDR081C,-0.3443,0.1,4
duodenum,YDR082W,-0.0513,0.1156,4
duodenum,YDR083W,-2.7,0.6356,4
duodenum,YDR084C,0.7745,0.2722,4
duodenum,YDR085C,1.919,0.351,4
duodenum,YDR086C,-0.7423,0.5265,4
duodenum,YDR087C,-2.904,0.861,4
duodenum,YDR088C,-0.032,0.2418,4
duodenum,YDR089W,-0.0545,0.2506,4
duodenum,YDR090C,0.2573,0.2732,4
duodenum,YDR091C,-2.1648,0.8883,4
duodenum,YDR092W,0.3896,0.1895,4
duodenum,YDR093W,-0.5274,0.2704,4
duodenum,YDR094W,-0.165,0.1349,4
duodenum,YDR095C,-0.2909,0.2992,4
duodenum,YDR096W,2.156,0.6316,4
duodenum,YDR097C,-1.6075,0.4072,4
duodenum,YDR098C,0.0708,0.2756,4
duodenum,YDR099W,0.9283,0.1635,4
duodenum,YDR100W,1.3277,0.1771,4
duodenum,YDR101C,-3.0697,0.8596,4
duodenum,YDR102C,-0.3103,0.1734,4
duodenum,YDR103W,0.4782,0.2609,4
duodenum,YDR104C,0.1472,0.1176,4
duodenum,YDR105C,0.807,0.2091,4
duodenum,YDR106W,-0.2385,0.2053,4
duodenum,YDR107C,0.496,0.1323,4
duodenum,YDR108W,0.1013,0.18,4
duodenum,YDR109C,0.2542,0.3603,4
duodenum,YDR110W,-0.7385,0.2004,4
duodenum,YDR111C,-0.807,0.4259,4
duodenum,YDR112W,-0.9463,0.6261,4
duodenum,YDR113C,-0.2968,0.1943,4
duodenum,YDR114C,-0.1025,0.1,4
duodenum,YDR115W,0.386,0.3348,4
duodenum,YDR116C,0.5373,0.1098,4
duodenum,YDR117C,-0.527,0.2155,4
duodenum,YDR118W,0.202,0.2221,4
duodenum,YDR119W,-0.9378,0.2087,4
duodenum,YDR120C,-2.34,0.6022,4
duodenum,YDR121W,-1.3702,0.4943,4
duodenum,YDR122W,1.4977,0.5684,4
duodenum,YDR123C,-0.1215,0.4596,4
duodenum,YDR124W,0.6175,0.5093,4
duodenum,YDR125C,0.4782,0.2871,4
duodenum,YDR126W,-0.5825,0.3274,4
duodenum,YDR127W,-0.6376,0.1477,4
duodenum,YDR128W,-0.0686,0.2048,4
duodenum,YDR129C,1.5537,0.5746,4
duodenum,YDR130C,0.296,0.1,4
duodenum,YDR131C,0.6548,0.4163,4
duodenum,YDR132C,-0.111,0.1049,4
duodenum,YDR133C,1.7572,0.7028,4
duodenum,YDR134C,0.9995,0.2227,4
duodenum,YDR135C,-0.158,0.7483,4
duodenum,YDR136C,-0.33,0.1215,4
duodenum,YDR137W,0.1293,0.1893,4
duodenum,YDR138W,-0.2572,0.2241,4
duodenum,YDR139C,-0.1165,0.1,4
duodenum,YDR140W,0.0447,0.1793,4
duodenum,YDR141C,0.1695,0.3469,4
duodenum,YDR142C,0.334,0.1179,4
duodenum,YDR143C,-0.4138,0.1399,4
duodenum,YDR144C,-1.457,0.214,4
duodenum,YDR145W,0.0467,0.1915,4
duodenum,YDR146C,-0.0105,0.2091,4
duodenum,YDR147W,-0.2665,0.2474,4
duodenum,YDR148C,1.4527,0.2878,4
duodenum,YDR149C,-0.1802,0.3396,4
duodenum,YDR150W,-0.1751,0.5345,4
duodenum,YDR151C,0.922,0.3466,4
duodenum,YDR152W,-1.075,0.2188,4
duodenum,YDR153C,0.2767,0.1092,4
duodenum,YDR154C,0.9675,0.2828,4
duodenum,YDR155C,1.0682,0.1,4
duodenum,YDR156W,-0.8882,0.1,4
duodenum,YDR157W,-0.9147,0.2451,4
duodenum,YDR158W,0.0805,0.1627,4
duodenum,YDR159W,0.15,0.3096,4
duodenum,YDR160W,-0.062,0.2992,4
duodenum,YDR161W,-2.3672,0.5661,4
duodenum,YDR162C,-0.0315,0.2408,4
duodenum,YDR163W,0.1547,0.152,4
duodenum,YDR164C,-0.204,0.3675,4
duodenum,YDR165W,-2.277,0.8386,4
duodenum,YDR166C,-0.9712,1.0205,4
duodenum,YDR167W,-0.4855,0.3048,4
duodenum,YDR168W,0.807,0.2048,4
duodenum,YDR169C,0.9245,0.3213,4
duodenum,YDR170C,-0.6783,0.5702,4
duodenum,YDR171W,5.2015,1.3729,4
duodenum,YDR172W,-1.156,0.6079,4
duodenum,YDR173C,0.209,0.1903,4
duodenum,YDR174W,0.4235,0.3945,4
duodenum,YDR175C,0.0015,0.3308,4
duodenum,YDR176W,0.073,0.1173,4
duodenum,YDR177W,0.0783,0.3718,4
duodenum,YDR178W,2.3413,0.67,4
duodenum,YDR179C,-0.414,0.4251,4
duodenum,YDR179W-A,-0.498,0.2611,4
duodenum,YDR180W,-0.0497,0.4839,4
duodenum,YDR181C,-0.0575,0.1321,4
duodenum,YDR182W,0.5988,0.3212,4
duodenum,YDR183W,0.0315,0.147,4
duodenum,YDR184C,-2.3867,1.0981,4
duodenum,YDR185C,-0.7305,0.4773,4
duodenum,YDR186C,0.6312,0.3127,4
duodenum,YDR187C,-0.519,0.3781,4
duodenum,YDR188W,-0.1225,0.3315,4
duodenum,YDR189W,-0.0747,0.1,4
duodenum,YDR190C,-0.6535,0.516,4
